BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,class_risk,class_risk_m1,class_risk_m2,class_risk_m3,class_risk_m4,class_risk_m5,class_risk_m6,class_risk_m7,m1,m2,m3,m4,m5,m6,m7
0,-25,31.749926723937673,7.2992521072698855,-6.275190007720369,19.424008659894593,-10.945907980638383,-57.59796544535699,-42.99469004156934,28.859638235579908,-0.6569301763486839,-15.031468297078538,39.63961812675108,2,1,0,0,0,1,0,0,0.8522034648243381,0.662206865855988,0.45638272554506953,0.20939788941187998,0.21680711132723315,0.2073537273461438,0.21821978597321384
0,-25,-9.628494928275241,-14.050205903317284,-6.275190007720369,19.424008659894593,-10.945907980638383,-57.59796544535699,-42.99469004156934,-31.13443821970031,78.68473319601337,11.454218526304683,39.63961812675108,3,1,1,0,0,0,1,0,0.8384491823225176,0.6618386102295896,0.44509151812504827,0.21658486063325474,0.16202429799995832,0.19929793271142365,0.21671550585780056
0,-13,-32.18194644342938,10.11865790349539,-6.275190007720369,19.424008659894593,-10.945907980638383,-22.079004313102928,-42.99469004156934,14.797989558389057,78.68473319601337,-13.500139077538273,39.63961812675108,2,1,0,0,0,1,0,0,0.6675161470205107,0.5323559562533394,0.37061241478191553,0.19985651604257718,0.15280221742141023,0.17579057867412146,0.17109284656307402
0,-13,31.749926723937673,-11.87408699036024,-6.275190007720369,19.424008659894593,-0.6205657461785694,-22.079004313102928,-42.99469004156934,28.859638235579908,-0.6569301763486839,-20.68858016609951,39.63961812675108,2,1,0,0,0,1,0,0,0.802346282066267,0.611948513426075,0.4179417870971673,0.19062322858215275,0.20441307277501025,0.19198350870113215,0.19355341326683298
0,-11,-32.18194644342938,10.11865790349539,13.812438390218707,-22.37610864042569,-0.6205657461785694,-22.079004313102928,-42.99469004156934,28.859638235579908,-29.536440558291915,11.454218526304683,39.63961812675108,5,1,1,1,1,0,0,0,0.8660022600050352,0.6251748550079933,0.39156220064982133,0.2140800879054933,0.19201306361670947,0.2215778155745588,0.2015376228522458
0,15,-32.18194644342938,10.11865790349539,-6.275190007720369,-22.37610864042569,-10.945907980638383,-57.59796544535699,-42.99469004156934,3.225703186350525,-0.6569301763486839,-15.031468297078538,39.63961812675108,2,1,0,0,0,1,0,0,0.8659896076588286,0.6375957502343969,0.43667108512232944,0.24422703870237109,0.21226647125210985,0.21657169854053113,0.216283380525838
0,89,0.10503110485132926,-22.40268671367136,-6.275190007720369,-22.37610864042569,-10.945907980638383,-22.079004313102928,-42.99469004156934,14.797989558389057,-6.25576901306983,11.454218526304683,39.63961812675108,2,1,0,0,0,1,0,0,0.7075575656104172,0.5018894864763601,0.31924872339700033,0.16477016103479616,0.1484015756941853,0.16008653436784026,0.15460350893103478
0,-18,-21.196243191151094,-14.050205903317284,-6.275190007720369,-22.37610864042569,-0.6205657461785694,-57.59796544535699,-42.99469004156934,14.797989558389057,78.68473319601337,11.454218526304683,39.63961812675108,4,1,1,1,0,0,0,1,0.8251403860097503,0.6029066304611918,0.4054869047503647,0.21101636544177257,0.17102629959882878,0.18360721287908077,0.2097360656037413
0,-13,0.10503110485132926,-22.40268671367136,-6.275190007720369,19.42400865989426,-20.34482074943662,-22.079004313102928,-42.99469004156934,-43.19919285488464,-6.25576901306983,-20.68858016609951,39.63961812675108,2,1,0,0,0,1,0,0,0.8894328061228588,0.6991695168724121,0.4788341104380231,0.2352955924345526,0.21524838642698815,0.23204988169670648,0.2234735359611936
0,-11,40.399510995730445,63.01142213840788,-6.275190007720369,-49.51991545494345,-10.945907980638383,-22.079004313102928,-42.99469004156934,38.697488071011776,-29.536440558291915,-20.68858016609951,39.63961812675108,3,1,1,0,0,0,1,0,0.8497292773675427,0.5823398751825644,0.38729832943277726,0.20003047374368196,0.21490125990418976,0.19629170880155167,0.20012574059334357
1,-11,0.10503110485132926,-22.40268671367136,-6.275190007720369,19.424008659894593,-0.6205657461785694,-22.079004313102928,-42.99469004156934,69.12583342354228,78.68473319601337,-13.500139077538273,39.63961812675108,1,0,0,0,0,0,0,0,0.6015624996360358,0.4864653493378873,0.34712446210601083,0.16840096983783825,0.16057141640279637,0.151255831442706,0.16088741355937888
0,-11,-2.565304319827164,-11.87408699036024,-6.275190007720369,-49.51991545494345,-10.945907980638383,-22.079004313102928,-42.99469004156934,69.12583342354228,-0.6569301763486839,11.454218526304683,39.63961812675108,4,1,1,1,0,0,0,1,0.836239582028484,0.5636034727575552,0.35972073224479284,0.1861595569001632,0.19439535617968082,0.18428261579437724,0.19378791721927607
1,-13,-32.18194644342938,7.2992521072698855,13.812438390218707,19.42400865989426,-10.945907980638383,-22.079004313102928,-42.99469004156934,-43.19919285488464,-29.536440558291915,-15.031468297078538,39.63961812675108,1,0,0,0,0,0,0,0,0.8940569891520068,0.7041893533328013,0.4709083867476056,0.25259468560377546,0.20922697325125675,0.2548019931344641,0.22120357208765143
0,15,-6.318552611490688,-22.40268671367136,-6.275190007720369,19.42400865989426,-20.34482074943662,-22.079004313102928,-42.99469004156934,-43.19919285488464,-6.25576901306983,-13.500139077538273,39.63961812675108,4,1,1,1,0,0,0,1,0.8566161865245204,0.6656341426674771,0.4461642412985803,0.2217774202034989,0.1930403799079042,0.2184513258147066,0.20483894378535045
0,15,-2.565304319827164,10.11865790349539,-6.275190007720369,19.424008659894593,-20.34482074943662,-57.59796544535699,-42.99469004156934,14.797989558389057,78.68473319601337,-20.68858016609951,39.63961812675108,3,1,1,0,0,0,1,0,0.6736328779351893,0.5434606531071355,0.39252057714117705,0.1987887582953197,0.16323813918135824,0.16595885086348686,0.17861898607272295
0,-13,-21.196243191151094,-14.050205903317284,13.812438390218707,-22.37610864042569,-10.945907980638383,-22.079004313102928,-42.99469004156934,-31.13443821970031,-29.536440558291915,-15.031468297078538,39.63961812675108,3,1,1,0,0,0,1,0,0.9239532637926948,0.7036052250080568,0.4728301944273493,0.2536961396059058,0.2351997326123823,0.24688100614038427,0.2371178561044236
0,-25,31.749926723937673,10.11865790349539,13.812438390218707,62.59153315035824,-10.945907980638383,-22.079004313102928,-42.99469004156934,-43.19919285488464,78.68473319601337,11.454218526304683,39.63961812675108,3,1,1,0,0,0,1,0,0.7172293340310938,0.614836197909125,0.4000647552880019,0.1738955263000081,0.12730545032447638,0.17995672605268734,0.17847385196813012
1,-18,31.749926723937673,-22.40268671367136,-6.275190007720369,-49.51991545494345,-10.945907980638383,-22.079004313102928,-42.99469004156934,69.12583342354228,-0.6569301763486839,-13.500139077538273,39.63961812675108,1,0,0,0,0,0,0,0,0.8533024543014461,0.5795687435887974,0.39251014076197777,0.18904413284138596,0.22979813024357498,0.18048812350459648,0.20556150239695792
0,-11,-32.18194644342938,-14.050205903317284,-6.275190007720369,19.42400865989426,-10.945907980638383,-22.079004313102928,-42.99469004156934,3.225703186350525,-0.6569301763486839,11.454218526304683,39.63961812675108,3,1,1,0,0,0,1,0,0.8316225097986116,0.6387684366541841,0.4068093468715165,0.20860249284178273,0.17319805382113548,0.21677958800864033,0.19517555764168104
0,-18,0.10503110485132926,10.11865790349539,-6.275190007720369,19.424008659894593,-10.945907980638383,-22.079004313102928,-42.99469004156934,-31.13443821970031,-29.536440558291915,-13.500139077538273,39.63961812675108,3,1,1,0,0,0,1,0,0.8883651650194418,0.6966422605746337,0.4638512914083452,0.23178967360170355,0.20847067354966017,0.24092325664234826,0.21876183534387839
0,15,-32.18194644342938,-40.62300597238661,13.812438390218707,-49.51991545494345,-20.34482074943662,-22.079004313102928,-42.99469004156934,14.797989558389057,-6.25576901306983,-20.68858016609951,39.63961812675108,2,1,0,0,0,1,0,0,0.8800049468343253,0.6136381065500232,0.41965659823919776,0.23353128931123807,0.2334981963201151,0.20665879456746278,0.2129632583453967
0,-11,7.2992521072698855,-8.032194296216991,13.812438390218707,19.424008659894593,-10.945907980638383,-22.079004313102928,-42.99469004156934,-81.901734177782,-29.536440558291915,-13.500139077538273,39.63961812675108,4,1,1,1,0,0,0,1,0.9244045075838977,0.7457686436342968,0.50400854915892,0.24752085677840743,0.21475357365071723,0.25628964671683224,0.23857536266865403
0,-13,-32.18194644342938,-40.62300597238661,-6.275190007720369,19.424008659894593,-10.945907980638383,-22.079004313102928,-42.99469004156934,14.797989558389057,-29.536440558291915,11.454218526304683,39.63961812675108,4,1,1,1,0,0,0,1,0.8722904918457426,0.6717682220090667,0.42837529910507627,0.21366737144201073,0.19770989105666986,0.2303858044042465,0.2070350499809783
0,-11,0.10503110485132926,10.11865790349539,13.812438390218707,-22.37610864042569,-20.34482074943662,-22.079004313102928,-42.99469004156934,14.797989558389057,-29.536440558291915,-20.68858016609951,39.63961812675108,5,1,1,1,1,0,0,0,0.8785729857836538,0.6404808294707769,0.4303487479233733,0.22503840737564768,0.22755376323497623,0.2198561438118402,0.21327112002904433
0,-11,40.399510995730445,7.2992521072698855,13.812438390218707,19.424008659894593,-10.945907980638383,-22.079004313102928,-42.99469004156934,-81.901734177782,-6.25576901306983,11.454218526304683,39.63961812675108,5,1,1,1,1,0,0,0,0.9017598630119065,0.7188716488439884,0.46087875007578033,0.20751194266178602,0.1717283812023943,0.2277294127331905,0.22154532995463896
0,-25,-21.196243191151094,63.01142213840788,-6.275190007720369,19.42400865989426,-20.34482074943662,-22.079004313102928,-42.99469004156934,-31.13443821970031,-0.6569301763486839,11.454218526304683,39.63961812675108,5,1,1,1,1,0,0,0,0.8338296489701422,0.6489696177213378,0.40619126043650844,0.21792377351888237,0.15441538497628074,0.2303946523961309,0.19592810509572506
0,-13,40.399510995730445,63.01142213840788,-6.275190007720369,19.424008659894593,-20.34482074943662,-57.59796544535699,-42.99469004156934,3.225703186350525,-0.6569301763486839,-15.031468297078538,39.63961812675108,5,1,1,1,1,0,0,0,0.822704125842224,0.642605702598405,0.436025359015387,0.20721413683683645,0.1893533475618444,0.205627826875073,0.20567908127633353
0,15,-32.18194644342938,-40.62300597238661,13.812438390218707,-49.51991545494345,-20.34482074943662,-22.079004313102928,-42.99469004156934,-81.901734177782,-0.6569301763486839,11.454218526304683,39.63961812675108,4,1,1,1,0,0,0,1,0.9381733201606385,0.7092893660393854,0.4579255677618514,0.25050093111889615,0.1995382945131743,0.23716613310544923,0.2406042523147049
0,-11,-2.565304319827164,-11.87408699036024,-6.275190007720369,-49.51991545494345,-10.945907980638383,-22.079004313102928,-42.99469004156934,69.12583342354228,-6.25576901306983,11.454218526304683,39.63961812675108,2,1,0,0,0,1,0,0,0.8428949816226601,0.5694337548161805,0.3624671679355849,0.18743030290448134,0.1972401371779011,0.18695366654055592,0.19531033639386694
0,-18,-2.565304319827164,7.2992521072698855,-6.275190007720369,62.591533150358146,-20.34482074943662,-22.079004313102928,-42.99469004156934,-81.901734177782,-29.536440558291915,-15.031468297078538,39.63961812675108,3,1,1,0,0,0,1,0,0.8944795506127842,0.7457936437043088,0.5041867783794899,0.24493227633686754,0.19682227148846052,0.2634361013593241,0.22398007422581465
0,89,-32.18194644342938,10.11865790349539,-6.275190007720369,19.424008659894593,-10.945907980638383,-22.079004313102928,-42.99469004156934,28.859638235579908,-0.6569301763486839,11.454218526304683,39.63961812675108,3,1,1,0,0,0,1,0,0.5499857896322957,0.459117167399525,0.29382918718316864,0.1622478985450177,0.1244274745209076,0.1606331991982199,0.1332477930329081
0,89,-2.565304319827164,63.01142213840788,13.812438390218707,19.424008659894593,-20.34482074943662,-22.079004313102928,-42.99469004156934,-81.901734177782,-29.536440558291915,11.454218526304683,39.63961812675108,5,1,1,1,1,0,0,0,0.743524141421647,0.5852580875368671,0.35542371975796816,0.19088035764825845,0.12373895854342927,0.1999946815410224,0.15896020352932552
0,-11,-6.318552611490688,7.2992521072698855,-6.275190007720369,-22.37610864042569,-20.34482074943662,-22.079004313102928,-42.99469004156934,-81.901734177782,78.68473319601337,11.454218526304683,39.63961812675108,5,1,1,1,1,0,0,0,0.8599996217135308,0.640764820555342,0.4164385431391983,0.2178389867916159,0.14845230241714774,0.19772711841473067,0.21061582290655687
0,-13,-32.18194644342938,-40.62300597238661,13.812438390218707,19.42400865989426,-20.34482074943662,-22.079004313102928,-42.99469004156934,14.797989558389057,-29.536440558291915,11.454218526304683,39.63961812675108,4,1,1,1,0,0,0,1,0.872290491845743,0.6717682220090667,0.42837529910507627,0.2136673714420108,0.19770989105667,0.2303858044042465,0.20703504998097844
0,-11,0.10503110485132926,10.11865790349539,-6.275190007720369,-22.37610864042569,-0.6205657461785694,-22.079004313102928,-42.99469004156934,14.797989558389057,-0.6569301763486839,-15.031468297078538,39.63961812675108,2,1,0,0,0,1,0,0,0.8486543117739751,0.6118248659120772,0.41029939167225354,0.21395997599357006,0.20547131986992956,0.2040482151639164,0.20380820688291884
1,-18,-6.318552611490688,-40.62300597238661,-6.275190007720369,19.424008659894593,-20.34482074943662,-22.079004313102928,-42.99469004156934,28.859638235579908,-29.536440558291915,-15.031468297078538,39.63961812675108,1,0,0,0,0,0,0,0,0.8654795458202645,0.6632840792195435,0.4468195698708771,0.21495087971241594,0.22879173426094254,0.2219025472564938,0.21061202190350833
0,-18,31.749926723937673,7.2992521072698855,-5.747567411099988,-102.02399197250914,-10.945907980638383,-57.59796544535699,-42.99469004156934,3.225703186350525,-0.6569301763486839,-15.031468297078538,39.63961812675108,2,1,0,0,0,1,0,0,0.9475865701615893,0.680165151829538,0.46871616975810604,0.24600905723258418,0.26762572230019915,0.21324712956118674,0.2678747186262628
0,-25,31.749926723937673,-11.87408699036024,-6.275190007720369,19.424008659894593,-10.945907980638383,-22.079004313102928,-42.99469004156934,3.225703186350525,78.68473319601337,11.454218526304683,39.63961812675108,4,1,1,1,0,0,0,1,0.7377055726387506,0.5757921776811781,0.3780488555865549,0.1681544651148306,0.14433739670784992,0.1660279730552317,0.18138422755736247
0,-13,-2.565304319827164,10.11865790349539,-5.747567411099988,-102.02399197250914,-10.945907980638383,-57.59796544535699,-42.99469004156934,3.225703186350525,-0.6569301763486839,-15.031468297078538,39.63961812675108,5,1,1,1,1,0,0,0,0.944100313844486,0.6725599022867769,0.4626281787143672,0.2618230684728978,0.26313343471804346,0.22160536027129324,0.2634778644401688
0,-11,-2.565304319827164,10.11865790349539,-6.275190007720369,19.424008659894593,-20.34482074943662,130.94006011517888,-42.99469004156934,69.12583342354228,-29.536440558291915,-13.500139077538273,39.63961812675108,3,1,1,0,0,0,1,0,0.4486101495554677,0.3689725696374077,0.2305184573618772,0.12547768737208154,0.12929230059273356,0.1571817404423546,0.10551178781240483
0,-13,40.399510995730445,63.01142213840788,-6.275190007720369,-49.51991545494345,-10.945907980638383,-22.079004313102928,-42.99469004156934,38.697488071011776,-29.536440558291915,-20.68858016609951,39.63961812675108,5,1,1,1,1,0,0,0,0.8524225213160043,0.5850274478703048,0.3890781521406458,0.20080200707888127,0.2159839812731213,0.19725863644598385,0.20128995254700732
1,-13,-6.318552611490688,-22.40268671367136,13.812438390218707,-22.37610864042569,-10.945907980638383,-22.079004313102928,-42.99469004156934,14.797989558389057,78.68473319601337,11.454218526304683,39.63961812675108,1,0,0,0,0,0,0,0,0.7716359674376243,0.5526635947683776,0.36455807157102255,0.1844534456862739,0.15517460298168972,0.167777270159736,0.18599822848383105
0,-25,-21.196243191151094,-14.050205903317284,-6.275190007720369,-22.37610864042569,-0.6205657461785694,-22.079004313102928,-42.99469004156934,-81.901734177782,-0.6569301763486839,11.454218526304683,39.63961812675108,3,1,1,0,0,0,1,0,0.9414529839158942,0.7400584926443272,0.4817971346201625,0.2541015624013083,0.19897427424276742,0.2547180852950469,0.24984151031241544
0,89,7.2992521072698855,7.2992521072698855,13.812438390218707,19.424008659894593,-10.945907980638383,-22.079004313102928,-42.99469004156934,28.859638235579908,-29.536440558291915,-15.031468297078538,39.63961812675108,2,1,0,0,0,1,0,0,0.6154952465122049,0.49141571371159853,0.3291796488940816,0.16690424573805782,0.15744994008635496,0.16519540165768298,0.1437856479715638
1,-25,-2.565304319827164,-40.62300597238661,-6.275190007720369,19.424008659894593,-20.34482074943662,-22.079004313102928,-42.99469004156934,28.859638235579908,78.68473319601337,-20.68858016609951,39.63961812675108,1,0,0,0,0,0,0,0,0.727256033995419,0.5640873786058612,0.4021506435308163,0.193221022968875,0.18170557806297297,0.17103013461802427,0.18597068375938947
1,-18,-9.628494928275241,-14.050205903317284,13.812438390218707,-22.37610864042569,-10.945907980638383,130.94006011517888,-42.99469004156934,-43.19919285488464,-0.6569301763486839,11.454218526304683,39.63961812675108,1,0,0,0,0,0,0,0,0.7293824161768478,0.491673068477128,0.27863362715326184,0.15211299965396705,0.12479353119398168,0.18306502986520617,0.138092912008145
0,-25,-2.565304319827164,-14.050205903317284,13.812438390218707,-49.51991545494345,-10.945907980638383,-22.079004313102928,-42.99469004156934,14.797989558389057,-29.536440558291915,-20.68858016609951,39.63961812675108,2,1,0,0,0,1,0,0,0.9228687986177554,0.6716569756416157,0.45541138140640036,0.24051654170578593,0.25890212686023917,0.22927577846338298,0.23811590714892958
0,89,-2.565304319827164,7.2992521072698855,-5.747567411099988,-102.02399197250914,-10.945907980638383,-57.59796544535699,-42.99469004156934,3.225703186350525,-0.6569301763486839,-15.031468297078538,39.63961812675108,3,1,1,0,0,0,1,0,0.8529461011021183,0.5406137366665598,0.37139633492730717,0.2173653333172742,0.20596801342358786,0.17255686917694515,0.1988197805051723
0,-11,31.749926723937673,-22.40268671367136,-6.275190007720369,-22.37610864042569,-10.945907980638383,-22.079004313102928,-42.99469004156934,-81.901734177782,-29.536440558291915,-20.68858016609951,39.63961812675108,4,1,1,1,0,0,0,1,0.9492161644017701,0.7525634774823772,0.5179430026493421,0.25140662323807195,0.24734003167682056,0.24906930901966262,0.2599824623918561
1,-18,0.10503110485132926,-14.050205903317284,-6.275190007720369,19.424008659894593,-20.34482074943662,130.94006011517888,-42.99469004156934,-81.901734177782,-6.25576901306983,-13.500139077538273,39.63961812675108,1,0,0,0,0,0,0,0,0.7317736164564469,0.5428335803977784,0.3246097024751949,0.1665808079187156,0.13522158164386397,0.1986052860543244,0.14319390591323725
0,-18,-21.196243191151094,-14.050205903317284,-6.275190007720369,-49.51991545494345,-10.945907980638383,-22.079004313102928,-42.99469004156934,-43.19919285488464,-29.536440558291915,11.454218526304683,39.63961812675108,2,1,0,0,0,1,0,0,0.9465130645113293,0.7208536323664301,0.4620287556834404,0.24922711262096858,0.21962359081681665,0.2516594428062338,0.24891444850404887
0,-11,31.749926723937673,-11.87408699036024,13.812438390218707,19.424008659894593,-20.34482074943662,-22.079004313102928,-42.99469004156934,-81.901734177782,-29.536440558291915,-20.68858016609951,39.63961812675108,2,1,0,0,0,1,0,0,0.9258165609439681,0.7475971980960152,0.5125963221979892,0.2401303384876875,0.22446959825284507,0.24856396103175296,0.24134244609698713
0,-18,-6.318552611490688,-8.032194296216991,-6.275190007720369,19.424008659894593,-10.945907980638383,-22.079004313102928,-42.99469004156934,38.697488071011776,-29.536440558291915,11.454218526304683,39.63961812675108,5,1,1,1,1,0,0,0,0.8333647207428299,0.6341040834416274,0.39969788332421585,0.19308998014015266,0.1865036171921362,0.21393631470209895,0.19355118501949106
1,-13,-6.318552611490688,-22.40268671367136,-6.275190007720369,19.424008659894593,-10.945907980638383,-22.079004313102928,-42.99469004156934,14.797989558389057,-29.536440558291915,-13.500139077538273,39.63961812675108,1,0,0,0,0,0,0,0,0.8611293110078138,0.6615805128919723,0.4419229378462943,0.2163574665843475,0.21712198068781213,0.22368320460085814,0.20760662939413072
0,-25,-21.196243191151094,-14.050205903317284,13.812438390218707,-22.37610864042569,-20.34482074943662,-22.079004313102928,-42.99469004156934,-81.901734177782,78.68473319601337,-20.68858016609951,39.63961812675108,5,1,1,1,1,0,0,0,0.8886770258021001,0.670363139246136,0.46933175001946636,0.2548142599836788,0.19185134474530982,0.2135029560016766,0.23217434749826563
0,-25,-21.196243191151094,-14.050205903317284,-6.275190007720369,-22.37610864042569,-20.34482074943662,-22.079004313102928,-42.99469004156934,-31.13443821970031,-29.536440558291915,11.454218526304683,39.63961812675108,2,1,0,0,0,1,0,0,0.9324414361457047,0.7172549978074954,0.45967648145000334,0.24032687578644923,0.21175778662533765,0.25064974687420294,0.23887809671640087
0,-13,-21.196243191151094,-14.050205903317284,-6.275190007720369,-22.37610864042569,-10.945907980638383,-57.59796544535699,-42.99469004156934,-43.19919285488464,78.68473319601337,-15.031468297078538,39.63961812675108,2,1,0,0,0,1,0,0,0.8769854684808558,0.6596336345114459,0.4670557532710426,0.25045363316150127,0.19720930851377982,0.20389696719615844,0.23402292032121594
0,-13,7.2992521072698855,-8.032194296216991,13.812438390218707,19.424008659894593,-10.945907980638383,-22.079004313102928,-42.99469004156934,38.697488071011776,-6.25576901306983,11.454218526304683,39.63961812675108,5,1,1,1,1,0,0,0,0.7943023326432718,0.6043188509176939,0.38344296749706247,0.18017312655944664,0.1730700946990394,0.19529244435344018,0.18457708935139916
0,-11,-9.628494928275241,-14.050205903317284,-6.275190007720369,-49.51991545494345,-0.6205657461785694,-22.079004313102928,-42.99469004156934,-31.13443821970031,78.68473319601337,-15.031468297078538,39.63961812675108,3,1,1,0,0,0,1,0,0.8515603677803658,0.5973794990608975,0.41425895634070237,0.2242811318002103,0.18703697272144756,0.18468168229759144,0.21252208782291745
1,-13,0.10503110485132926,-22.40268671367136,-6.275190007720369,-22.37610864042569,-20.34482074943662,-22.079004313102928,-42.99469004156934,28.859638235579908,78.68473319601337,11.454218526304683,39.63961812675108,1,0,0,0,0,0,0,0,0.7511305258443417,0.5363255471608718,0.35497551129230254,0.17697409113198442,0.15463692241581375,0.16180341428789147,0.18145005279272625
0,-25,-2.565304319827164,-8.032194296216991,13.812438390218707,19.424008659894593,-10.945907980638383,-22.079004313102928,-42.99469004156934,-81.901734177782,-29.536440558291915,11.454218526304683,39.63961812675108,5,1,1,1,1,0,0,0,0.9341649654156553,0.7601663373373174,0.4940817050784338,0.2413326012241779,0.1954080326274793,0.2651490733477622,0.24202920907102363
0,-25,-21.196243191151094,-14.050205903317284,-6.275190007720369,-22.37610864042569,-20.34482074943662,-22.079004313102928,-42.99469004156934,-81.901734177782,-0.6569301763486839,11.454218526304683,39.63961812675108,5,1,1,1,1,0,0,0,0.9414529839158942,0.7400584926443272,0.4817971346201625,0.2541015624013083,0.19897427424276742,0.2547180852950469,0.24984151031241544
1,89,0.10503110485132926,-22.40268671367136,-6.275190007720369,-49.51991545494345,-10.945907980638383,130.94006011517888,-42.99469004156934,38.697488071011776,-29.536440558291915,-13.500139077538273,39.63961812675108,1,0,0,0,0,0,0,0,0.4309943463368589,0.29624553673553655,0.19404514490395308,0.11774282620127197,0.12223453054740475,0.1284864076467228,0.09558342601546156
